[2026-03-05 08:16:37 INF] Background worker service is starting.
[2026-03-05 08:16:39 INF] JobLockStart
[2026-03-05 08:16:39 INF] JobStart
[2026-03-05 08:16:39 INF] AdmissionsQuotaStatusJob
[2026-03-05 08:16:39 INF] JobCompleteStart
[2026-03-05 08:16:39 INF] JobCompleteDone
[2026-03-05 08:16:39 INF] JobLockDone
[2026-03-05 08:16:39 INF] JobTriggerUsableStart
[2026-03-05 08:16:39 INF] JobUsableStart
[2026-03-05 08:16:39 INF] AdmissionsQuotaStatusJob
[2026-03-05 08:16:39 INF] JobDone
[2026-03-05 08:16:39 INF] JobUsableNoData
[2026-03-05 08:16:39 INF] JobTriggerUsableDone
[2026-03-05 08:16:48 INF] Request: DeleteRefreshTokenCommand (3 ms) {"UserName":null,"$type":"DeleteRefreshTokenCommand"} | User: - | IP: 127.0.0.1 | Path: /api/RegalEduManagement/auth/logout
[2026-03-05 08:34:26 INF] Request: UpdatePromotionGroupCommand (28 ms) {"PromotionGroupModel":{"Name":"Khuyến mại tết V3","Description":"Nhóm khuyến mại tết 3","Id":"f622c40b-0e10-40b4-9582-93aa792b596e","CreatedAt":"2025-11-13T09:27:03.0161847","UpdatedAt":"2025-11-13T09:27:03.0161839","IsDeleted":false,"DeletedAt":null,"CreatedBy":"admin@regaledu.vn","UpdatedBy":"admin@regaledu.vn","DeletedBy":null,"Status":"Active","$type":"PromotionGroupModel"},"$type":"UpdatePromotionGroupCommand"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/promotiongroup/UpdatePromotionGroup
[2026-03-05 08:34:44 INF] Request: GetAccountGroupEmployeeByGroupIdQuery (1 ms) {"AccountGroupId":"ffc16c5b-92dc-4bbb-b30c-b8668da2e2c0","$type":"GetAccountGroupEmployeeByGroupIdQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroupEmployee/GetAccountGroupEmployeeByGroupId
[2026-03-05 08:34:44 INF] Request: GetEmployeeNoGroupQuery (1 ms) {"$type":"GetEmployeeNoGroupQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroupEmployee/GetEmployeeNoGroup
[2026-03-05 08:34:47 INF] Request: SaveAccountGroupEmployeeCommand (5 ms) {"AccountGroupEmployeeRequestModel":{"AccountGroupId":"ffc16c5b-92dc-4bbb-b30c-b8668da2e2c0","ListUserCode":["EP0001","UC000027","EM0001",""],"ListIsApprover":[false,false,false,false],"$type":"AccountGroupEmployeeRequestModel"},"$type":"SaveAccountGroupEmployeeCommand"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroupEmployee/SaveAccountGroupEmployee
[2026-03-05 08:34:51 INF] Request: DeleteRefreshTokenCommand (0 ms) {"UserName":null,"$type":"DeleteRefreshTokenCommand"} | User: - | IP: 127.0.0.1 | Path: /api/RegalEduManagement/auth/logout
[2026-03-05 08:34:51 INF] User [admin@regaledu.vn] logged in the system.
[2026-03-05 08:34:51 INF] Request: GetUserLoginResultQuery (69 ms) {"UserName":"admin@regaledu.vn","Password":"Admin@123","RememberMe":true,"$type":"GetUserLoginResultQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/auth/login
[2026-03-05 08:34:52 INF] Request: GetNotificationsQuery (2 ms) {"UserId":"980a03f3-2de2-4ed2-af65-08de7995940a","Page":1,"PageSize":10,"$type":"GetNotificationsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/Notification/GetNotifications
[2026-03-05 08:34:55 INF] Request: GetProvincesQuery (0 ms) {"$type":"GetProvincesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/common/Provinces
[2026-03-05 08:34:55 INF] Request: GetAllPartnerTypesQuery (17 ms) {"$type":"GetAllPartnerTypesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/PartnerType/GetAllPartnerTypes
[2026-03-05 08:34:55 INF] Request: GetAllPartnerTypesQuery (1 ms) {"$type":"GetAllPartnerTypesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/PartnerType/GetAllPartnerTypes
[2026-03-05 08:34:57 INF] Request: GetAllItemsQuery (1 ms) {"$type":"GetAllItemsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/item/GetAllItems
[2026-03-05 08:34:58 INF] Request: GetAllEventsQuery (0 ms) {"$type":"GetAllEventsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/event/GetAllEvents
[2026-03-05 08:34:59 INF] Request: GetAllEmployeesQuery (1 ms) {"$type":"GetAllEmployeesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/employee/GetAllEmployees
[2026-03-05 08:34:59 INF] Request: GetAllCustomQuery (1 ms) {"$type":"GetAllCustomQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/student/GetAllCustoms
[2026-03-05 08:34:59 INF] Request: GetAllCompaniesQuery (1 ms) {"$type":"GetAllCompaniesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/company/GetAllCompanies
[2026-03-05 08:35:16 INF] Request: GetAllCouponQuery (1 ms) {"$type":"GetAllCouponQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/CouponIssue/GetAllCoupons
[2026-03-05 08:35:16 INF] Request: GetAllCouponQuery (1 ms) {"$type":"GetAllCouponQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/CouponIssue/GetAllCoupons
[2026-03-05 08:35:16 INF] Request: GetAllCouponTypesQuery (3 ms) {"$type":"GetAllCouponTypesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/CouponType/GetAllCouponTypes
[2026-03-05 08:35:16 INF] Request: GetAllCouponIssuesQuery (4 ms) {"$type":"GetAllCouponIssuesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/CouponIssue/GetAllCouponIssues
[2026-03-05 08:35:16 INF] Request: GetAllCouponTypesQuery (2 ms) {"$type":"GetAllCouponTypesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/CouponType/GetAllCouponTypes
[2026-03-05 08:35:16 INF] Request: GetAllCouponIssuesQuery (3 ms) {"$type":"GetAllCouponIssuesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/CouponIssue/GetAllCouponIssues
[2026-03-05 08:35:16 INF] Request: GetAllStudentsQuery (6 ms) {"$type":"GetAllStudentsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/student/GetAllStudents
[2026-03-05 08:35:17 INF] Request: GetAllPromotionGroupsQuery (1 ms) {"$type":"GetAllPromotionGroupsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/promotiongroup/GetAllPromotionGroups
[2026-03-05 08:35:25 INF] Request: GetAllLearningRoadMapsQuery (100 ms) {"$type":"GetAllLearningRoadMapsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/learningRoadMap/GetAllLearningRoadMaps
[2026-03-05 08:37:27 INF] Request: DeleteRefreshTokenCommand (0 ms) {"UserName":null,"$type":"DeleteRefreshTokenCommand"} | User: - | IP: 127.0.0.1 | Path: /api/RegalEduManagement/auth/logout
[2026-03-05 08:37:28 INF] User [admin@regaledu.vn] logged in the system.
[2026-03-05 08:37:28 INF] Request: GetUserLoginResultQuery (67 ms) {"UserName":"admin@regaledu.vn","Password":"Admin@123","RememberMe":true,"$type":"GetUserLoginResultQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/auth/login
[2026-03-05 08:37:29 INF] Request: GetNotificationsQuery (2 ms) {"UserId":"980a03f3-2de2-4ed2-af65-08de7995940a","Page":1,"PageSize":10,"$type":"GetNotificationsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/Notification/GetNotifications
[2026-03-05 08:37:32 INF] Request: GetAccountGroupsQuery (2 ms) {"AccountGroupQuery":{"Page":1,"PageSize":10,"CreatedAt":null,"Name":null,"Enable":null,"UseDefault":null,"$type":"AccountGroupQuery"},"$type":"GetAccountGroupsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroup/GetAccountGroups
[2026-03-05 08:37:32 INF] Request: GetAllApplicationUsersQuery (1 ms) {"$type":"GetAllApplicationUsersQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/user/GetAllApplicationUsers
[2026-03-05 08:37:35 INF] Request: GetAllAccountGroupsQuery (1 ms) {"$type":"GetAllAccountGroupsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroup/GetAllAccountGroups
[2026-03-05 08:38:10 INF] Request: GetAllCompaniesQuery (7 ms) {"$type":"GetAllCompaniesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/company/GetAllCompanies
[2026-03-05 08:38:10 INF] Request: GetAllWorkingTimeConfigurationsQuery (13 ms) {"$type":"GetAllWorkingTimeConfigurationsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/workingtimeconfiguration/GetAllWorkingTimeConfigurations
[2026-03-05 08:38:11 INF] Request: GetAllWorkingTimesByConfigIdQuery (3 ms) {"ConfigurationId":"79e3553a-1daf-4af6-94a8-9bab494e8f60","$type":"GetAllWorkingTimesByConfigIdQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/workingtime/GetAllWorkingTimesByConfigId
[2026-03-05 08:38:13 INF] Request: GetAllCategoriesQuery (51 ms) {"CategoryType":"HolidayType","$type":"GetAllCategoriesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/holidaytype/GetAllHolidayTypes
[2026-03-05 08:52:03 INF] Request: GetAccountGroupEmployeeByGroupIdQuery (7 ms) {"AccountGroupId":"a600aba0-c4ad-40a7-b7b1-5a6e2b86a250","$type":"GetAccountGroupEmployeeByGroupIdQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroupEmployee/GetAccountGroupEmployeeByGroupId
[2026-03-05 08:52:03 INF] Request: GetEmployeeNoGroupQuery (3 ms) {"$type":"GetEmployeeNoGroupQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroupEmployee/GetEmployeeNoGroup
[2026-03-05 08:52:09 INF] Request: GetAccountGroupEmployeeByGroupIdQuery (1 ms) {"AccountGroupId":"a600aba0-c4ad-40a7-b7b1-5a6e2b86a250","$type":"GetAccountGroupEmployeeByGroupIdQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroupEmployee/GetAccountGroupEmployeeByGroupId
[2026-03-05 08:52:09 INF] Request: GetEmployeeNoGroupQuery (1 ms) {"$type":"GetEmployeeNoGroupQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroupEmployee/GetEmployeeNoGroup
[2026-03-05 08:52:14 INF] Request: GetAccountGroupEmployeeByGroupIdQuery (1 ms) {"AccountGroupId":"ffc16c5b-92dc-4bbb-b30c-b8668da2e2c0","$type":"GetAccountGroupEmployeeByGroupIdQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroupEmployee/GetAccountGroupEmployeeByGroupId
[2026-03-05 08:52:14 INF] Request: GetEmployeeNoGroupQuery (1 ms) {"$type":"GetEmployeeNoGroupQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroupEmployee/GetEmployeeNoGroup
[2026-03-05 08:52:25 INF] Request: GetAccountGroupEmployeeByGroupIdQuery (3 ms) {"AccountGroupId":"ffc16c5b-92dc-4bbb-b30c-b8668da2e2c0","$type":"GetAccountGroupEmployeeByGroupIdQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroupEmployee/GetAccountGroupEmployeeByGroupId
[2026-03-05 08:52:25 INF] Request: GetEmployeeNoGroupQuery (3 ms) {"$type":"GetEmployeeNoGroupQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroupEmployee/GetEmployeeNoGroup
[2026-03-05 08:52:47 INF] Request: GetAccountGroupEmployeeByGroupIdQuery (1 ms) {"AccountGroupId":"ffc16c5b-92dc-4bbb-b30c-b8668da2e2c0","$type":"GetAccountGroupEmployeeByGroupIdQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroupEmployee/GetAccountGroupEmployeeByGroupId
[2026-03-05 08:52:47 INF] Request: GetEmployeeNoGroupQuery (1 ms) {"$type":"GetEmployeeNoGroupQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/AccountGroupEmployee/GetEmployeeNoGroup
[2026-03-05 08:55:24 INF] Request: GetAllCompaniesQuery (15 ms) {"$type":"GetAllCompaniesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/company/GetAllCompanies
[2026-03-05 08:55:24 INF] Request: GetAllCustomQuery (18 ms) {"$type":"GetAllCustomQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/student/GetAllCustoms
[2026-03-05 08:55:24 INF] Request: GetAllEmployeesQuery (27 ms) {"$type":"GetAllEmployeesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/employee/GetAllEmployees
[2026-03-05 08:55:25 INF] Request: GetAllEventsQuery (2 ms) {"$type":"GetAllEventsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/event/GetAllEvents
[2026-03-05 09:06:13 INF] Request: GetNotificationsQuery (6 ms) {"UserId":"980a03f3-2de2-4ed2-af65-08de7995940a","Page":1,"PageSize":10,"$type":"GetNotificationsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/Notification/GetNotifications
[2026-03-05 09:06:17 INF] Request: GetAllEventsQuery (2 ms) {"$type":"GetAllEventsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/event/GetAllEvents
[2026-03-05 09:06:18 INF] Request: GetAllItemsQuery (2 ms) {"$type":"GetAllItemsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/item/GetAllItems
[2026-03-05 09:09:54 INF] Request: GetProvincesQuery (0 ms) {"$type":"GetProvincesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/common/Provinces
[2026-03-05 09:09:54 INF] Request: GetAllPartnerTypesQuery (3 ms) {"$type":"GetAllPartnerTypesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/PartnerType/GetAllPartnerTypes
[2026-03-05 09:09:54 INF] Request: GetProvincesQuery (0 ms) {"$type":"GetProvincesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/common/Provinces
[2026-03-05 09:09:54 INF] Request: GetAllPartnerTypesQuery (1 ms) {"$type":"GetAllPartnerTypesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/PartnerType/GetAllPartnerTypes
[2026-03-05 09:18:57 INF] Request: GetAllCompaniesQuery (15 ms) {"$type":"GetAllCompaniesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/company/GetAllCompanies
[2026-03-05 09:18:57 INF] Request: GetAllCustomQuery (24 ms) {"$type":"GetAllCustomQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/student/GetAllCustoms
[2026-03-05 09:18:57 INF] Request: GetAllEmployeesQuery (27 ms) {"$type":"GetAllEmployeesQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/employee/GetAllEmployees
[2026-03-05 09:19:44 INF] Request: GetAllLearningRoadMapsQuery (16 ms) {"$type":"GetAllLearningRoadMapsQuery"} | User: -admin@regaledu.vn | IP: 127.0.0.1 | Path: /api/RegalEduManagement/learningRoadMap/GetAllLearningRoadMaps
